date,uClose,uOpen,uHigh,uLow,uVolume,close,open,high,low,volume,currency,change,changePercent,label,changeOverTime
2011-08-30,245.96,230.0,243.38,234.0,4574331,34.31,33.17,34.74,32.77,32175302,,1.62,5.0887,"Aug 30, 11",24.958931
2011-08-31,235.04,244.84,242.04,240.8,4028310,34.71,35.16,34.57,33.02,28524286,,-0.1865,-0.5406,"Aug 31, 11",24.474078
2011-09-01,234.18,245.17,239.3,239.86,3013110,33.98,34.9,34.51,34.1,21338351,,-0.258,-0.7581,"Sep 1, 11",24.553907
2011-09-02,221.43,217.5,220.21,216.67,8231385,31.22,30.46,31.0,30.83,57137368,,-2.93,-9.0652,"Sep 2, 11",21.905127
2011-09-06,222.09,212.6,220.66,209.18,4140235,32.54,30.3,32.42,31.08,29252220,,0.8351,2.705,"Sep 6, 11",22.975564
2011-09-07,225.0,228.55,226.37,222.28,4330605,31.77,32.46,32.53,30.88,30239465,,-0.3996,-1.2809,"Sep 7, 11",22.652854
2011-09-08,214.2,222.48,226.02,219.04,4094942,31.6,31.13,31.67,30.06,27707171,,-0.6949,-2.2263,"Sep 8, 11",21.987658
2011-09-09,206.99,212.04,215.4,205.2,4561321,29.98,30.75,31.3,30.19,32045448,,-1.07,-3.4515,"Sep 9, 11",20.592492
2011-09-12,218.03,203.3,216.48,202.95,4651319,31.48,29.97,31.09,28.54,32876269,,0.8871,2.9906,"Sep 12, 11",22.086766
2011-09-13,209.51,210.86,215.22,208.86,3230746,30.26,30.13,31.0,30.29,22347664,,-0.1869,-0.6336,"Sep 13, 11",21.96453
2011-09-14,213.79,212.0,218.84,208.12,2624713,30.11,31.05,31.22,30.07,18387613,,-0.006,-0.0195,"Sep 14, 11",21.38868
2011-09-15,171.75,179.4,191.3,172.41,21356666,24.9,26.18,26.89,25.1,155622618,,-5.84,-19.2317,"Sep 15, 11",17.222038
2011-09-16,156.98,175.4,170.0,159.11,18185156,23.01,24.23,24.0,22.08,130204780,,-2.02,-8.4946,"Sep 16, 11",15.82498
2011-09-19,148.99,161.43,165.44,144.52,20737756,21.43,23.12,24.02,20.95,142598935,,-1.65,-7.6351,"Sep 19, 11",14.177569
2011-09-20,136.07,146.7,143.47,130.89,33347766,19.15,20.5,20.95,19.16,233339458,,-1.98,-9.825,"Sep 20, 11",13.255163
2011-09-21,130.7,131.25,140.17,131.19,22917358,19.23,18.66,19.93,18.66,158711493,,-0.2187,-1.1769,"Sep 21, 11",12.753263
2011-09-22,131.11,135.77,139.5,129.33,17057760,19.18,19.04,19.09,18.75,118810781,,0.0043,0.024,"Sep 22, 11",12.992046
2011-09-23,132.34,132.42,136.63,127.98,11077194,18.5,18.84,19.76,18.35,77650882,,0.1207,0.6538,"Sep 23, 11",13.232154
2011-09-26,136.48,141.2,141.89,129.56,12071144,19.28,19.51,20.2,18.5,83623202,,0.4251,2.219,"Sep 26, 11",13.310063
2011-09-27,129.88,137.58,135.81,128.74,11277308,18.47,19.8,20.14,18.26,79915663,,-0.6903,-3.6105,"Sep 27, 11",12.986865
2011-09-28,127.39,130.64,134.1,127.11,8188907,18.6,18.53,19.2,18.19,56874070,,-0.05,-0.2754,"Sep 28, 11",12.988941
2011-09-29,117.12,132.9,128.69,110.28,19671736,16.57,19.1,19.25,15.42,138848050,,-1.99,-11.2427,"Sep 29, 11",10.957781
2011-09-30,117.35,110.03,118.67,110.75,11108146,16.56,16.1,17.25,15.55,78720729,,0.0117,0.0729,"Sep 30, 11",10.962827
2011-10-03,116.75,116.51,125.13,116.32,8668076,16.32,16.93,17.45,16.29,61454660,,-0.0029,-0.0177,"Oct 3, 11",11.186081
2011-10-04,120.5,115.99,119.0,114.0,7401341,17.1,16.9,17.0,16.44,51830762,,0.2358,1.4753,"Oct 4, 11",11.635381
2011-10-05,125.43,116.86,121.94,117.0,7509216,17.8,16.91,17.67,17.0,53178011,,0.7236,4.411,"Oct 5, 11",11.658507
2011-10-06,126.0,122.0,130.05,121.26,5815113,17.83,17.6,17.86,17.77,41685662,,0.5122,3.046,"Oct 6, 11",12.559886
2011-10-07,120.52,126.0,127.05,118.0,6024231,17.01,17.95,18.06,16.77,41695702,,-0.88,-4.9787,"Oct 7, 11",11.810171
2011-10-10,114.77,129.67,132.9,107.74,22271788,16.22,18.29,19.02,15.95,155707018,,-0.8123,-4.9963,"Oct 10, 11",11.022437
2011-10-11,113.84,110.58,112.55,105.72,21009326,16.17,16.27,15.97,15.39,144365839,,-0.4389,-2.6533,"Oct 11, 11",10.876225
2011-10-12,114.14,109.6,121.01,109.05,10403079,16.67,16.26,17.24,15.5,75295514,,0.7151,4.6194,"Oct 12, 11",11.280157
2011-10-13,118.94,117.2,120.2,115.61,9879630,17.19,16.53,17.0,16.32,71506713,,0.4974,3.0127,"Oct 13, 11",11.568275
2011-10-14,116.22,122.56,123.0,114.6,7235093,17.15,17.68,18.11,16.38,50894078,,-0.1386,-0.8475,"Oct 14, 11",11.668416
2011-10-17,123.09,118.03,124.71,115.77,5854323,16.93,16.87,17.27,16.61,40614336,,0.1905,1.1155,"Oct 17, 11",11.441382
2011-10-18,117.22,119.77,119.42,114.17,6138330,15.96,17.46,17.51,16.4,42723451,,-0.8268,-4.9147,"Oct 18, 11",11.323372
2011-10-19,114.28,112.41,114.65,108.12,9039067,16.24,16.21,17.0,15.36,63350772,,-0.3399,-2.1434,"Oct 19, 11",10.863338
2011-10-20,113.79,115.43,113.29,109.85,3707824,16.53,16.47,16.0,16.3,25747596,,0.3084,1.9742,"Oct 20, 11",11.204984
2011-10-21,120.79,117.33,122.43,112.13,6571559,16.8,16.45,17.56,16.44,45351138,,0.8067,5.0258,"Oct 21, 11",11.58849
2011-10-24,123.59,124.8,125.74,120.5,17896192,17.1,17.42,17.55,16.83,124509118,,0.265,1.6093,"Oct 24, 11",11.591936
2011-10-25,77.65,76.2,81.57,74.82,47029760,11.07,11.1,11.52,11.07,326221908,,-6.17,-35.6817,"Oct 25, 11",7.256613
2011-10-26,81.3,81.94,81.74,76.1,21684218,11.65,11.38,11.84,11.01,151159482,,0.3,2.6767,"Oct 26, 11",7.599649
2011-10-27,84.62,83.67,84.06,83.14,10664125,11.61,12.09,12.4,11.57,73294151,,0.2093,1.9045,"Oct 27, 11",7.538934
2011-10-28,87.5,83.35,87.73,82.4,8487855,12.19,11.66,12.28,11.78,59065107,,0.4761,4.1301,"Oct 28, 11",8.228438
2011-10-31,86.16,86.59,86.49,84.67,5683254,11.81,12.19,12.55,11.8,41518117,,-0.2996,-2.5104,"Oct 31, 11",7.699864
2011-11-01,81.06,83.28,82.0,80.99,4778110,11.46,11.57,12.06,11.66,33257078,,-0.2871,-2.4529,"Nov 1, 11",7.80233
2011-11-02,85.71,84.58,84.9,82.81,5988408,12.0,11.77,12.28,11.89,41583325,,0.4941,4.137,"Nov 2, 11",8.17889
2011-11-03,96.05,86.2,97.2,84.6,14095975,13.3,12.61,13.3,12.08,96740544,,1.28,10.9332,"Nov 3, 11",8.79873
2011-11-04,92.38,95.6,94.98,91.5,12391068,13.17,13.55,13.43,12.73,86398927,,-0.3355,-2.5415,"Nov 4, 11",8.69377
2011-11-07,92.09,95.0,93.86,92.2,6918065,13.59,13.0,14.08,12.87,47772394,,0.1158,0.9443,"Nov 7, 11",8.582842
2011-11-08,92.76,95.29,95.5,91.51,4730428,13.13,13.28,13.35,13.32,32521096,,-0.0532,-0.4117,"Nov 8, 11",8.578167
2011-11-09,89.33,92.0,90.97,88.0,4306626,13.05,13.3,13.24,13.09,29958807,,-0.3519,-2.7443,"Nov 9, 11",8.425555
2011-11-10,86.92,92.42,92.3,86.13,5818908,12.25,12.82,13.2,12.13,40234035,,-0.4211,-3.4923,"Nov 10, 11",7.988989
2011-11-11,92.1,89.1,92.11,86.4,5492928,12.62,12.4,12.82,12.22,39881158,,0.3929,3.2408,"Nov 11, 11",8.363833
2011-11-14,88.13,90.24,91.1,87.55,3168148,12.44,12.96,12.75,12.69,22474004,,-0.3,-2.3506,"Nov 14, 11",8.312544
2011-11-15,89.23,86.81,89.57,86.9,3117486,12.39,12.33,12.82,12.25,21845339,,0.08,0.68,"Nov 15, 11",8.315139
2011-11-16,82.95,89.36,88.44,80.98,5040129,12.0,12.93,12.39,11.92,35566237,,-0.7431,-6.1674,"Nov 16, 11",7.835639
2011-11-17,77.43,81.51,82.0,76.15,7738816,11.36,11.71,12.06,10.86,52987388,,-0.6938,-5.9813,"Nov 17, 11",7.283749
2011-11-18,80.54,78.6,81.0,77.54,5186742,11.68,11.37,11.34,11.31,36065434,,0.2393,2.1314,"Nov 18, 11",7.282324
2011-11-21,75.02,78.0,82.84,74.84,6516128,10.65,11.0,11.93,10.93,45611426,,-0.5271,-4.7304,"Nov 21, 11",7.047684
2011-11-22,72.45,71.81,76.2,69.0,15693120,10.13,10.3,10.8,9.95,111780871,,-0.5895,-5.4764,"Nov 22, 11",6.476909
2011-11-23,71.9,71.63,71.79,71.62,6568239,9.8,10.11,10.38,10.25,46597104,,-0.2798,-2.7771,"Nov 23, 11",6.295391
2011-11-25,63.89,69.77,72.83,63.1,5637128,9.52,10.19,10.02,9.04,39135282,,-0.6685,-6.7976,"Nov 25, 11",5.790055
2011-11-28,71.12,68.8,72.94,69.5,8323822,10.4,9.8,10.59,9.57,58772651,,0.874,9.93,"Nov 28, 11",6.620076
2011-11-29,69.76,72.21,70.56,67.48,7410952,9.69,10.3,10.05,9.48,51487139,,-0.34,-3.4327,"Nov 29, 11",6.159964
2011-11-30,65.49,71.9,71.38,65.46,15513203,9.57,10.33,10.2,9.0,108810320,,-0.4435,-4.6322,"Nov 30, 11",5.837409
2011-12-01,68.68,65.56,71.5,65.0,7792877,10.1,9.6,10.11,9.16,54890094,,0.3848,4.2849,"Dec 1, 11",6.16584
2011-12-02,67.55,67.4,69.71,67.06,5766167,9.55,9.84,9.9,9.3,41643084,,-0.1152,-1.2043,"Dec 2, 11",6.21624
2011-12-05,73.02,70.26,73.38,67.9,9919507,10.45,9.94,10.73,9.59,70028438,,0.5611,5.67,"Dec 5, 11",6.481592
2011-12-06,70.36,70.32,71.56,67.16,8675365,9.83,10.36,10.19,9.95,60750483,,-0.2865,-2.8574,"Dec 6, 11",6.466449
2011-12-07,75.36,69.6,75.33,67.7,8655230,10.73,10.06,10.7,9.75,59578524,,0.5458,5.695,"Dec 7, 11",6.732166
2011-12-08,69.67,72.57,73.12,69.97,6696051,10.13,10.34,10.65,10.15,48359187,,-0.3652,-3.5564,"Dec 8, 11",6.606395
2011-12-09,70.91,72.14,74.33,69.65,4818938,10.38,10.0,10.33,10.34,34115863,,0.21,2.2079,"Dec 9, 11",6.7207
2011-12-12,78.2,72.5,78.51,70.04,13865521,10.79,10.03,11.21,10.25,97612963,,0.6435,6.3516,"Dec 12, 11",7.273903
2011-12-13,72.43,77.57,77.61,73.9,10646512,10.6,11.29,11.29,10.61,73468484,,-0.45,-4.2546,"Dec 13, 11",6.633692
2011-12-14,73.09,70.79,73.36,68.92,5545727,10.37,10.03,10.58,10.32,38266066,,-0.1587,-1.5551,"Dec 14, 11",6.539405
2011-12-15,70.7,74.3,73.05,70.8,3861717,10.02,10.58,10.6,10.06,27049408,,-0.1891,-1.8733,"Dec 15, 11",6.606636
2011-12-16,72.53,72.94,72.54,69.66,4875120,10.39,10.22,10.47,10.25,34053726,,0.0148,0.1456,"Dec 16, 11",6.398569
2011-12-19,68.78,71.47,72.33,68.8,3473791,9.9,10.11,10.44,9.75,25349101,,-0.3984,-3.8675,"Dec 19, 11",6.28678
2011-12-20,74.8,70.11,74.4,69.71,4449751,10.7,10.05,10.31,9.89,32201474,,0.6298,6.6041,"Dec 20, 11",6.653143
2011-12-21,71.17,74.62,74.67,70.99,3727763,10.36,10.66,10.61,10.27,26599330,,-0.0624,-0.611,"Dec 21, 11",6.756425
2011-12-22,74.89,73.7,77.6,73.6,3852866,10.83,10.32,10.78,10.21,26784824,,0.43,4.235,"Dec 22, 11",6.870756
2011-12-23,73.33,74.18,77.43,75.2,3378971,10.56,10.89,10.8,10.37,22823119,,-0.1779,-1.6645,"Dec 23, 11",6.80481
2011-12-27,73.0,72.4,75.54,73.3,3192927,10.55,10.45,10.72,10.38,23005388,,-0.2958,-2.8609,"Dec 27, 11",6.554983
2011-12-28,69.7,71.12,71.0,69.05,3416727,10.1,10.26,10.22,9.9,23933243,,-0.2027,-2.0713,"Dec 28, 11",6.545422
2011-12-29,71.0,69.18,72.35,70.79,3896812,10.4,10.28,10.16,9.9,26886982,,0.0149,0.1505,"Dec 29, 11",6.557772
2011-12-30,69.86,71.57,73.41,71.22,3236186,10.3,9.9,10.28,10.17,22699447,,-0.0014,-0.0147,"Dec 30, 11",6.582368
2012-01-03,74.03,72.92,75.13,70.5,4285716,10.68,10.13,10.72,10.06,30539079,,0.4271,4.4139,"Jan 3, 12",6.807317
2012-01-04,82.94,74.54,81.82,72.01,14821168,12.0,10.46,12.09,10.71,105301481,,1.2,11.8259,"Jan 4, 12",7.599274
2012-01-05,82.4,81.54,85.43,79.32,12779519,11.6,11.69,12.09,11.37,90632285,,-0.1671,-1.4726,"Jan 5, 12",7.64
2012-01-06,89.34,82.81,88.9,80.1,18333942,12.7,11.6,12.93,11.41,129910444,,1.015,8.879,"Jan 6, 12",8.175577
2012-01-09,99.22,92.96,103.53,90.37,31622231,14.36,13.3,14.43,12.94,218108042,,1.7,14.2783,"Jan 9, 12",9.42939
2012-01-10,98.63,104.1,104.55,96.5,21742653,13.71,14.78,14.45,13.22,153069850,,-0.3504,-2.429,"Jan 10, 12",9.212026
2012-01-11,95.97,95.85,96.5,93.78,12542742,13.71,14.09,14.06,13.36,87504435,,-0.5357,-3.95,"Jan 11, 12",8.97915
2012-01-12,96.0,95.36,94.08,91.7,8922319,13.17,13.67,13.78,13.26,61868609,,0.0,0.0,"Jan 12, 12",8.921332
2012-01-13,94.68,93.13,97.24,91.3,12913904,13.86,13.35,14.11,13.19,89905066,,0.3305,2.5355,"Jan 13, 12",9.198027
2012-01-17,99.33,99.0,98.49,98.81,8477555,13.63,14.15,14.26,13.94,59355421,,0.0501,0.369,"Jan 17, 12",9.285488
2012-01-18,99.57,94.43,101.61,93.69,9557210,14.47,13.86,14.68,13.36,69156819,,0.5463,4.1677,"Jan 18, 12",9.423748
2012-01-19,108.47,103.35,106.1,104.52,11597956,15.44,14.56,15.42,14.51,79733419,,0.7165,5.2099,"Jan 19, 12",9.975285
2012-01-20,101.0,104.7,108.01,102.06,7967003,14.83,15.19,15.51,14.8,54481320,,-0.46,-3.1486,"Jan 20, 12",10.042368
2012-01-23,96.48,101.39,101.88,95.4,8958174,13.75,14.5,14.56,13.38,62309475,,-0.9303,-6.3118,"Jan 23, 12",9.18894
2012-01-24,96.04,94.6,96.94,92.43,6039217,13.33,13.53,13.68,13.69,42505265,,-0.1897,-1.399,"Jan 24, 12",9.085547
2012-01-25,96.78,96.8,95.7,95.38,11301903,13.71,13.42,13.72,13.21,79604093,,0.3432,2.612,"Jan 25, 12",9.333295
2012-01-26,117.3,119.4,122.26,117.01,23200843,16.74,16.41,17.76,16.24,166841257,,3.0,23.0166,"Jan 26, 12",11.729205
2012-01-27,125.17,115.9,129.02,118.3,14791476,17.88,16.59,17.76,16.77,102732575,,1.12,6.8739,"Jan 27, 12",12.41532
2012-01-30,130.87,129.51,131.01,125.41,15260097,18.33,18.65,19.3,18.3,107122916,,0.2416,1.3536,"Jan 30, 12",12.797357
2012-01-31,125.2,129.03,130.38,117.8,12253207,17.78,18.54,17.97,16.88,88512243,,-0.7583,-4.3,"Jan 31, 12",11.77131
2012-02-01,124.13,124.89,124.83,119.86,7713572,17.59,17.98,17.94,16.99,53892234,,0.4117,2.4136,"Feb 1, 12",12.188173
2012-02-02,127.0,128.7,126.71,124.39,6050354,17.74,18.22,18.17,17.85,42239218,,0.1533,0.8527,"Feb 2, 12",12.383706
2012-02-03,131.31,130.0,128.93,128.85,6931220,18.17,18.53,19.1,17.7,47199087,,0.3633,1.9664,"Feb 3, 12",12.42705
2012-02-06,129.55,128.02,136.2,124.68,12116813,18.48,18.1,18.95,18.09,84970855,,0.4141,2.2745,"Feb 6, 12",13.008389
2012-02-07,133.6,133.02,140.08,129.39,11653552,18.69,19.03,19.54,18.58,82161029,,-0.2054,-1.0868,"Feb 7, 12",12.58117
2012-02-08,129.0,131.97,127.68,127.04,7648260,18.56,18.63,18.4,18.11,53297632,,-0.555,-3.0938,"Feb 8, 12",12.095115
2012-02-09,126.62,125.91,129.57,124.29,5937167,18.16,17.84,18.27,17.56,41110030,,0.12,0.681,"Feb 9, 12",12.609913
2012-02-10,128.51,129.11,127.27,125.38,5014693,18.4,17.74,18.84,17.71,35526629,,-0.13,-0.7486,"Feb 10, 12",12.552186
2012-02-13,123.8,128.7,129.89,122.96,7743689,17.0,18.26,18.25,17.42,54286661,,-0.8264,-4.557,"Feb 13, 12",11.572424
2012-02-14,124.89,120.24,128.75,118.75,7728611,17.68,17.0,18.49,17.52,53081284,,0.6979,4.108,"Feb 14, 12",12.382945
2012-02-15,122.78,126.82,129.15,122.71,5351136,18.16,18.42,18.2,18.0,38231448,,-0.1511,-0.8591,"Feb 15, 12",12.35148
2012-02-16,124.57,126.91,124.91,123.0,6016378,17.85,17.77,18.09,17.33,41342075,,-0.0217,-0.125,"Feb 16, 12",12.031519
2012-02-17,127.06,123.04,126.5,123.04,3761447,17.77,17.98,17.96,17.9,26540800,,-0.0089,-0.0518,"Feb 17, 12",11.95967
2012-02-21,120.6,129.37,130.59,120.16,12002191,17.17,18.47,18.74,17.23,83607770,,-0.6641,-3.805,"Feb 21, 12",11.472594
2012-02-22,115.7,115.15,119.0,110.72,13936768,16.08,16.65,16.54,16.22,93425592,,-0.7438,-4.285,"Feb 22, 12",10.933062
2012-02-23,117.4,114.55,119.08,112.92,5876995,16.7,16.0,16.36,16.61,40486399,,0.0859,0.529,"Feb 23, 12",11.26676
2012-02-24,116.04,116.36,114.44,111.6,4037119,16.47,16.7,16.47,16.5,27672255,,-0.1912,-1.1847,"Feb 24, 12",11.03511
2012-02-27,110.18,111.97,112.92,107.66,6513541,16.31,15.6,16.36,15.43,45268678,,-0.3261,-2.0666,"Feb 27, 12",10.680527
2012-02-28,115.04,110.4,119.18,110.5,6290365,16.23,15.96,17.14,15.65,42244581,,0.5782,3.6498,"Feb 28, 12",11.1808
2012-02-29,113.15,114.93,116.57,114.01,5371748,16.08,16.62,16.45,16.38,38050692,,-0.39,-2.3881,"Feb 29, 12",10.947788
2012-03-01,113.77,111.4,118.56,108.99,5451363,16.38,15.72,16.34,16.2,37933999,,0.2996,1.8867,"Mar 1, 12",11.436032
2012-03-02,115.6,116.41,120.76,115.8,6086937,16.91,16.73,17.57,16.1,41052001,,0.3377,2.1074,"Mar 2, 12",11.429404
2012-03-05,113.84,117.3,117.26,110.8,4035287,16.6,17.03,16.83,16.24,28047274,,-0.6153,-3.7632,"Mar 5, 12",10.89511
2012-03-06,108.47,111.49,109.97,110.0,4624081,15.9,16.39,15.99,15.68,33505316,,-0.5311,-3.4027,"Mar 6, 12",10.766663
2012-03-07,106.4,113.73,112.41,107.03,11354378,15.24,16.19,16.25,15.27,78783286,,-0.2865,-1.8749,"Mar 7, 12",10.469841
2012-03-08,110.48,108.8,112.61,107.0,6612445,15.64,15.73,15.65,14.88,47583771,,0.4259,2.7997,"Mar 8, 12",10.86664
2012-03-09,113.7,111.0,115.18,107.62,5393849,16.16,15.33,16.13,15.38,37997478,,0.152,1.0128,"Mar 9, 12",10.683888
2012-03-12,106.4,111.0,110.9,109.92,5063265,15.36,15.47,16.15,15.79,35726232,,-0.4229,-2.785,"Mar 12, 12",10.58565
2012-03-13,108.23,113.12,114.4,106.63,4511609,15.23,16.02,15.69,15.61,31817712,,0.0225,0.1433,"Mar 13, 12",10.479872
2012-03-14,110.4,107.45,111.24,104.5,5375774,15.2,15.78,15.25,15.4,37723225,,-0.1592,-1.079,"Mar 14, 12",10.517047
2012-03-15,111.16,106.45,112.07,108.0,6029223,16.18,15.15,16.48,15.0,42507893,,0.7132,4.7826,"Mar 15, 12",11.049229
2012-03-16,111.89,114.02,113.11,109.23,5489445,16.41,16.51,16.5,15.55,37570571,,-0.03,-0.197,"Mar 16, 12",10.784442
2012-03-19,115.41,111.73,118.0,109.91,5335378,16.48,16.31,17.03,15.85,37956640,,0.652,4.1172,"Mar 19, 12",11.240463
2012-03-20,119.32,114.63,118.52,116.63,4558726,17.24,16.76,16.89,16.53,32584828,,0.1028,0.6231,"Mar 20, 12",11.328915
2012-03-21,122.9,121.0,124.25,118.53,7064736,17.32,16.61,17.54,16.85,48614811,,0.7384,4.5126,"Mar 21, 12",11.955923
2012-03-22,122.58,120.58,124.43,120.16,6382448,17.02,17.62,18.06,16.9,42977124,,-0.2006,-1.1504,"Mar 22, 12",11.665214
2012-03-23,122.6,122.03,124.13,118.63,5444420,17.79,17.3,18.07,17.24,38633331,,0.2111,1.2403,"Mar 23, 12",12.207374
2012-03-26,125.01,127.53,125.7,122.33,4650883,17.6,17.67,18.13,17.73,33167869,,0.2633,1.5524,"Mar 26, 12",11.880285
2012-03-27,124.92,126.93,127.04,124.49,3558596,17.87,17.81,17.95,17.29,25105867,,-0.1893,-1.1347,"Mar 27, 12",11.96512
2012-03-28,122.05,120.86,122.0,121.05,3429445,17.15,17.82,17.41,17.24,23512333,,-0.2687,-1.5788,"Mar 28, 12",11.572986
2012-03-29,119.44,118.34,119.28,113.0,4811826,16.48,17.63,17.19,16.66,33325792,,-0.5415,-3.2889,"Mar 29, 12",11.374943
2012-03-30,118.67,117.91,121.03,114.46,4188922,16.5,17.2,16.82,17.0,30064857,,-0.0014,-0.0086,"Mar 30, 12",11.588545
2012-04-02,117.71,119.0,115.1,114.7,3853702,16.46,16.9,16.5,16.3,27013463,,-0.1576,-0.9324,"Apr 2, 12",11.243099
2012-04-03,115.15,112.26,117.5,114.77,6856969,16.2,16.0,16.97,15.97,47175924,,-0.1505,-0.9215,"Apr 3, 12",11.429249
2012-04-04,113.98,114.23,112.68,112.6,2988517,16.36,16.61,16.33,15.8,21777042,,-0.3996,-2.4112,"Apr 4, 12",11.007631
2012-04-05,111.0,111.31,112.81,110.84,3405075,16.01,16.25,16.05,15.65,22991047,,0.0352,0.2278,"Apr 5, 12",10.867435
2012-04-09,110.6,111.26,110.91,107.65,3257649,15.82,15.95,16.14,15.86,23495097,,-0.5602,-3.5283,"Apr 9, 12",10.499197
2012-04-10,103.19,111.99,110.4,106.7,5022736,15.01,15.52,16.1,15.09,35610551,,-0.71,-4.4696,"Apr 10, 12",10.116834
2012-04-11,103.4,105.41,104.82,102.87,7644139,14.96,14.87,14.87,14.77,54735840,,-0.313,-2.0995,"Apr 11, 12",9.978531
2012-04-12,107.27,102.0,108.11,99.67,5057945,15.42,14.84,15.26,14.19,34332111,,0.6361,4.4954,"Apr 12, 12",10.184343
2012-04-13,108.29,106.51,110.1,102.83,3965013,15.62,15.14,15.84,14.97,28063868,,-0.0132,-0.0879,"Apr 13, 12",10.3419
2012-04-16,106.14,106.06,109.0,104.9,3971261,14.46,15.38,16.0,14.96,27524480,,-0.4512,-2.9193,"Apr 16, 12",9.961737
2012-04-17,108.33,105.1,109.87,102.9,4621386,15.38,14.9,16.01,15.22,32156463,,0.8652,5.9096,"Apr 17, 12",10.73927
2012-04-18,109.63,108.23,112.33,110.41,3462003,15.99,15.86,16.17,15.37,24085166,,-0.0089,-0.0585,"Apr 18, 12",10.534794
2012-04-19,108.12,109.74,111.48,105.13,3659669,15.8,15.47,15.95,15.1,26342772,,0.019,0.127,"Apr 19, 12",10.404119
2012-04-20,108.51,107.98,113.38,109.7,2708461,15.19,15.41,15.45,15.3,19029631,,-0.14,-0.9413,"Apr 20, 12",10.348477
2012-04-23,106.45,109.56,107.0,106.82,12541655,14.74,14.98,15.0,14.76,87843939,,-0.61,-4.0426,"Apr 23, 12",9.957033
2012-04-24,88.8,87.57,91.0,88.0,17312657,13.13,12.54,13.3,12.87,118764344,,-2.1,-14.5137,"Apr 24, 12",8.637606
2012-04-25,86.54,91.24,89.15,82.46,12259696,12.8,12.97,12.85,11.71,85931371,,-0.2,-1.5283,"Apr 25, 12",8.423374
2012-04-26,85.27,86.4,91.26,86.86,8147609,12.15,12.34,12.69,12.39,58361420,,-0.1886,-1.5494,"Apr 26, 12",8.23564
2012-04-27,87.89,88.02,89.44,85.0,5203639,12.49,12.25,12.71,12.31,37804355,,-0.2,-1.5963,"Apr 27, 12",8.082435
2012-04-30,82.81,84.48,83.01,81.4,7687379,11.89,12.3,12.32,11.54,53662323,,-0.5154,-4.4832,"Apr 30, 12",7.481625
2012-05-01,83.94,84.06,86.5,82.0,4819027,11.66,11.85,12.14,11.65,33248553,,0.1746,1.5255,"May 1, 12",7.58531
2012-05-02,85.62,83.77,84.78,80.22,4050050,12.26,11.63,12.3,11.6,28037420,,0.1298,1.0946,"May 2, 12",7.991275
2012-05-03,79.22,84.21,86.25,79.06,7580856,11.11,12.17,12.25,11.33,53063430,,-0.9362,-7.7682,"May 3, 12",7.3601
2012-05-04,76.38,78.31,77.7,72.81,9317467,10.81,10.87,11.44,10.4,66225961,,-0.4064,-3.8874,"May 4, 12",6.85711
2012-05-07,75.22,74.0,76.95,75.56,4130625,10.83,10.42,11.2,10.5,29574885,,0.0439,0.4254,"May 7, 12",6.87386
2012-05-08,75.04,74.51,74.66,71.12,3990218,10.8,10.78,10.93,10.45,28416766,,-0.0946,-0.9239,"May 8, 12",6.80455
2012-05-09,75.95,75.11,76.97,73.38,3806801,10.71,10.6,10.8,10.35,26348996,,0.2262,2.2181,"May 9, 12",7.045302
2012-05-10,72.67,75.83,76.94,74.9,3904242,10.58,10.84,10.73,10.5,26442058,,-0.2877,-2.7118,"May 10, 12",6.803837
2012-05-11,79.86,75.99,80.05,73.24,9236974,11.35,10.89,11.5,10.68,64287370,,0.7149,6.9534,"May 11, 12",7.319613
2012-05-14,79.02,78.23,79.45,78.66,5652172,11.28,11.09,11.6,10.9,37962617,,-0.06,-0.5465,"May 14, 12",7.415654
2012-05-15,79.58,77.93,82.8,79.4,4616676,11.19,11.4,11.7,11.05,31891899,,0.0745,0.686,"May 15, 12",7.388197
2012-05-16,75.6,81.09,78.86,76.18,5404699,10.7,11.25,11.65,10.66,36880727,,-0.4849,-4.4178,"May 16, 12",7.02459
2012-05-17,75.55,77.31,76.51,72.9,3429225,10.48,10.97,10.86,10.52,24590170,,-0.3312,-3.0736,"May 17, 12",6.605288
2012-05-18,72.09,74.5,73.52,66.17,4337813,10.15,10.39,10.41,9.52,29903769,,-0.2927,-2.8981,"May 18, 12",6.63136
2012-05-21,73.85,72.52,74.3,69.69,3610861,10.46,10.44,10.69,9.89,25481308,,0.2566,2.5729,"May 21, 12",6.610819
2012-05-22,67.76,74.8,75.0,67.8,5838310,10.05,10.55,10.79,9.64,41773216,,-0.581,-5.8871,"May 22, 12",6.433582
2012-05-23,75.34,70.34,74.95,67.36,6572240,10.32,10.12,10.63,9.8,44987529,,0.6,6.3934,"May 23, 12",6.717597
2012-05-24,70.94,72.42,73.73,71.8,3080311,10.43,10.72,10.26,10.21,21296269,,-0.2391,-2.3643,"May 24, 12",6.61969
2012-05-25,72.66,72.8,76.27,71.92,4985164,10.05,10.46,10.9,10.47,34373367,,-0.0072,-0.0728,"May 25, 12",6.651267
2012-05-29,70.22,71.33,71.58,68.6,4769945,10.26,10.61,10.41,10.07,32635631,,-0.1133,-1.1634,"May 29, 12",6.40541
2012-05-30,68.49,71.37,71.0,67.0,4765696,9.91,10.04,10.34,9.67,32963761,,-0.3,-3.0603,"May 30, 12",6.117771
